path	filename	sentence	label
datasets/cv-corpus-6.1-2020-12-11/subset_cv/common_voice_en_103677.mp3	common_voice_en_103677.mp3	The boy knew the desert sensed his fear.	NA
datasets/cv-corpus-6.1-2020-12-11/subset_cv/common_voice_en_103678.mp3	common_voice_en_103678.mp3	The day was dawning, and the shepherd urged his sheep in the direction of the sun.	NA
datasets/cv-corpus-6.1-2020-12-11/subset_cv/common_voice_en_103679.mp3	common_voice_en_103679.mp3	He has done so much ghostwriting that he starts to feel like a ghost, too.	NA
datasets/cv-corpus-6.1-2020-12-11/subset_cv/common_voice_en_103680.mp3	common_voice_en_103680.mp3	It was the old man who spoke first.	NA
datasets/cv-corpus-6.1-2020-12-11/subset_cv/common_voice_en_103681.mp3	common_voice_en_103681.mp3	The hand with the whip pointed to the south.	NA
datasets/cv-corpus-6.1-2020-12-11/subset_cv/common_voice_en_103682.mp3	common_voice_en_103682.mp3	The boy spent a sleepless night.	NA
datasets/cv-corpus-6.1-2020-12-11/subset_cv/common_voice_en_103683.mp3	common_voice_en_103683.mp3	The boy promised himself that, when he returned from Egypt, he would buy that sword.	NA
datasets/cv-corpus-6.1-2020-12-11/subset_cv/common_voice_en_103684.mp3	common_voice_en_103684.mp3	It was only when I got this close to it that the strangeness of it was at all evident to me.	NA
datasets/cv-corpus-6.1-2020-12-11/subset_cv/common_voice_en_103685.mp3	common_voice_en_103685.mp3	When the simum ceased to blow, everyone looked to the place where the boy had been.	NA
datasets/cv-corpus-6.1-2020-12-11/subset_cv/common_voice_en_103686.mp3	common_voice_en_103686.mp3	Everything on earth is being continuously transformed, because the earth is alive.	NA
datasets/cv-corpus-6.1-2020-12-11/subset_cv/common_voice_en_101199.mp3	common_voice_en_101199.mp3	Don’t share your opinions so readily because you never know who is listening.	NA
datasets/cv-corpus-6.1-2020-12-11/subset_cv/common_voice_en_101200.mp3	common_voice_en_101200.mp3	There was nothing to hold him back except himself.	NA
datasets/cv-corpus-6.1-2020-12-11/subset_cv/common_voice_en_101201.mp3	common_voice_en_101201.mp3	I'm going to go back to doing just what I did before, the boy thought.	NA
datasets/cv-corpus-6.1-2020-12-11/subset_cv/common_voice_en_101202.mp3	common_voice_en_101202.mp3	Now his intuition was that he had been right in coming.	NA
datasets/cv-corpus-6.1-2020-12-11/subset_cv/common_voice_en_101203.mp3	common_voice_en_101203.mp3	Before the boy could reply, a butterfly appeared and fluttered between him and the old man.	NA
datasets/cv-corpus-6.1-2020-12-11/subset_cv/common_voice_en_101204.mp3	common_voice_en_101204.mp3	They both spoke the same language.	NA
datasets/cv-corpus-6.1-2020-12-11/subset_cv/common_voice_en_101205.mp3	common_voice_en_101205.mp3	The Englishman could not contain his excitement.	NA
datasets/cv-corpus-6.1-2020-12-11/subset_cv/common_voice_en_101206.mp3	common_voice_en_101206.mp3	The merchant looked anxiously at the boy.	NA
datasets/cv-corpus-6.1-2020-12-11/subset_cv/common_voice_en_101207.mp3	common_voice_en_101207.mp3	Sometimes I appear in the form of a solution, or a good idea.	NA
datasets/cv-corpus-6.1-2020-12-11/subset_cv/common_voice_en_101208.mp3	common_voice_en_101208.mp3	The burning fire had been extinguished.	NA
datasets/cv-corpus-6.1-2020-12-11/subset_cv/common_voice_en_101209.mp3	common_voice_en_101209.mp3	I am definitely open to the idea because I’ve always wanted to work as a small business owner.	NA
datasets/cv-corpus-6.1-2020-12-11/subset_cv/common_voice_en_101210.mp3	common_voice_en_101210.mp3	They seemed to laugh at him, and he laughed back, his heart bursting with joy.	NA
datasets/cv-corpus-6.1-2020-12-11/subset_cv/common_voice_en_102852.mp3	common_voice_en_102852.mp3	I SHALL MAKE US SOME ICE CUBES.	NA
datasets/cv-corpus-6.1-2020-12-11/subset_cv/common_voice_en_102854.mp3	common_voice_en_102854.mp3	But now the sounds inside had stopped.	NA
datasets/cv-corpus-6.1-2020-12-11/subset_cv/common_voice_en_102856.mp3	common_voice_en_102856.mp3	There were raised voices,and some sort of struggle appeared to be going on. .	NA
datasets/cv-corpus-6.1-2020-12-11/subset_cv/common_voice_en_102857.mp3	common_voice_en_102857.mp3	Few people realise the immensity of vacancy.	NA
datasets/cv-corpus-6.1-2020-12-11/subset_cv/common_voice_en_102858.mp3	common_voice_en_102858.mp3	That night, there was another jetting out of gas from the distant planet.	NA
datasets/cv-corpus-6.1-2020-12-11/subset_cv/common_voice_en_102860.mp3	common_voice_en_102860.mp3	He noticed the unequal cooling of its surface.	NA
datasets/cv-corpus-6.1-2020-12-11/subset_cv/common_voice_en_102861.mp3	common_voice_en_102861.mp3	Some storms are worth the wreckage.	NA
datasets/cv-corpus-6.1-2020-12-11/subset_cv/common_voice_en_102862.mp3	common_voice_en_102862.mp3	A thin circle of bright metal showed between the top and the body of the cylinder.	NA
datasets/cv-corpus-6.1-2020-12-11/subset_cv/common_voice_en_102863.mp3	common_voice_en_102863.mp3	At the first glance, it was really not very exciting.	NA
datasets/cv-corpus-6.1-2020-12-11/subset_cv/common_voice_en_102867.mp3	common_voice_en_102867.mp3	It was seen early in the morning, rushing over eastward.	NA
datasets/cv-corpus-6.1-2020-12-11/subset_cv/common_voice_en_102870.mp3	common_voice_en_102870.mp3	When I returned to the common, the sun was setting.	NA
datasets/cv-corpus-6.1-2020-12-11/subset_cv/common_voice_en_102871.mp3	common_voice_en_102871.mp3	The time must have been somewhere around six o'clock.	NA
datasets/cv-corpus-6.1-2020-12-11/subset_cv/common_voice_en_103442.mp3	common_voice_en_103442.mp3	The area was swirling in dust so intense that it hid the moon from view.	NA
datasets/cv-corpus-6.1-2020-12-11/subset_cv/common_voice_en_103443.mp3	common_voice_en_103443.mp3	Always ask an objective question.	NA
datasets/cv-corpus-6.1-2020-12-11/subset_cv/common_voice_en_103444.mp3	common_voice_en_103444.mp3	I have the diet of a kid who found twenty dollars.	NA
datasets/cv-corpus-6.1-2020-12-11/subset_cv/common_voice_en_103445.mp3	common_voice_en_103445.mp3	A boy came running towards me.	NA
datasets/cv-corpus-6.1-2020-12-11/subset_cv/common_voice_en_103446.mp3	common_voice_en_103446.mp3	He recited an Our Father silently.	NA
datasets/cv-corpus-6.1-2020-12-11/subset_cv/common_voice_en_103447.mp3	common_voice_en_103447.mp3	Down below in the darkness were hundreds of people, sleeping in peace.	NA
datasets/cv-corpus-6.1-2020-12-11/subset_cv/common_voice_en_103448.mp3	common_voice_en_103448.mp3	If I'm on the march, I just concentrate on marching.	NA
datasets/cv-corpus-6.1-2020-12-11/subset_cv/common_voice_en_103449.mp3	common_voice_en_103449.mp3	I myself heard nothing of that.	NA
datasets/cv-corpus-6.1-2020-12-11/subset_cv/common_voice_en_103450.mp3	common_voice_en_103450.mp3	I don't want anything for myself.	NA
datasets/cv-corpus-6.1-2020-12-11/subset_cv/common_voice_en_103451.mp3	common_voice_en_103451.mp3	A monk dressed in black came to the gates.	NA
datasets/cv-corpus-6.1-2020-12-11/subset_cv/common_voice_en_103452.mp3	common_voice_en_103452.mp3	It required no explanation, just as the universe needs none as it travels through endless time.	NA
datasets/cv-corpus-6.1-2020-12-11/subset_cv/common_voice_en_103453.mp3	common_voice_en_103453.mp3	"""Because of the omens,"" the alchemist answered."	NA
datasets/cv-corpus-6.1-2020-12-11/subset_cv/common_voice_en_103508.mp3	common_voice_en_103508.mp3	The boy had never even noticed that there was a hole in his pouch.	NA
datasets/cv-corpus-6.1-2020-12-11/subset_cv/common_voice_en_103509.mp3	common_voice_en_103509.mp3	But you don't know about love.	NA
datasets/cv-corpus-6.1-2020-12-11/subset_cv/common_voice_en_103510.mp3	common_voice_en_103510.mp3	He could always become a crystal salesman again.	NA
datasets/cv-corpus-6.1-2020-12-11/subset_cv/common_voice_en_103511.mp3	common_voice_en_103511.mp3	"""I'm leaving today,"" said the boy."	NA
datasets/cv-corpus-6.1-2020-12-11/subset_cv/common_voice_en_103512.mp3	common_voice_en_103512.mp3	He decided to stay right there and await his return.	NA
datasets/cv-corpus-6.1-2020-12-11/subset_cv/common_voice_en_103513.mp3	common_voice_en_103513.mp3	It's called the principle of favorability.	NA
datasets/cv-corpus-6.1-2020-12-11/subset_cv/common_voice_en_103514.mp3	common_voice_en_103514.mp3	Their faces were covered with the blue cloths, and their eyes showed fear.	NA
datasets/cv-corpus-6.1-2020-12-11/subset_cv/common_voice_en_103515.mp3	common_voice_en_103515.mp3	It's called the principle of favorability, beginner's luck.	NA
datasets/cv-corpus-6.1-2020-12-11/subset_cv/common_voice_en_103516.mp3	common_voice_en_103516.mp3	If I had told you, you wouldn't have seen the Pyramids.	NA
datasets/cv-corpus-6.1-2020-12-11/subset_cv/common_voice_en_103517.mp3	common_voice_en_103517.mp3	They had gone away to breakfast at Henderson's house.	NA
datasets/cv-corpus-6.1-2020-12-11/subset_cv/common_voice_en_103519.mp3	common_voice_en_103519.mp3	The camel driver understood what the boy was saying.	NA
datasets/cv-corpus-6.1-2020-12-11/subset_cv/common_voice_en_103520.mp3	common_voice_en_103520.mp3	Don't forget that everything you deal with is only one thing and nothing else.	NA
datasets/cv-corpus-6.1-2020-12-11/subset_cv/common_voice_en_102904.mp3	common_voice_en_102904.mp3	Dense clouds of smoke or dust can be seen through a powerful telescope.	NA
datasets/cv-corpus-6.1-2020-12-11/subset_cv/common_voice_en_102905.mp3	common_voice_en_102905.mp3	Ogilvy watched till one and then gave up.	NA
datasets/cv-corpus-6.1-2020-12-11/subset_cv/common_voice_en_102906.mp3	common_voice_en_102906.mp3	Then the thing came upon him in a flash.	NA
datasets/cv-corpus-6.1-2020-12-11/subset_cv/common_voice_en_102907.mp3	common_voice_en_102907.mp3	We lit the lantern and walked over to his house.	NA
datasets/cv-corpus-6.1-2020-12-11/subset_cv/common_voice_en_102908.mp3	common_voice_en_102908.mp3	He was immensely excited at the news.	NA
datasets/cv-corpus-6.1-2020-12-11/subset_cv/common_voice_en_102909.mp3	common_voice_en_102909.mp3	Coming home, a party of tourists passed us, singing and playing music.	NA
datasets/cv-corpus-6.1-2020-12-11/subset_cv/common_voice_en_102910.mp3	common_voice_en_102910.mp3	There were raised voices,and some sort of struggle appeared to be going on. .	NA
datasets/cv-corpus-6.1-2020-12-11/subset_cv/common_voice_en_102911.mp3	common_voice_en_102911.mp3	It left a greenish streak that glowed for some seconds.	NA
datasets/cv-corpus-6.1-2020-12-11/subset_cv/common_voice_en_102913.mp3	common_voice_en_102913.mp3	Most meteorites are more or less rounded.	NA
datasets/cv-corpus-6.1-2020-12-11/subset_cv/common_voice_en_102914.mp3	common_voice_en_102914.mp3	Now I will drift gently off to dreamland.	NA
datasets/cv-corpus-6.1-2020-12-11/subset_cv/common_voice_en_102915.mp3	common_voice_en_102915.mp3	A line of flame high can be seen in the atmosphere.	NA
datasets/cv-corpus-6.1-2020-12-11/subset_cv/common_voice_en_102916.mp3	common_voice_en_102916.mp3	No one seemed to have thought about it that night.	NA
datasets/cv-corpus-6.1-2020-12-11/subset_cv/common_voice_en_102917.mp3	common_voice_en_102917.mp3	It was no more exciting than an overturned carriage or a tree blown across the road.	NA
datasets/cv-corpus-6.1-2020-12-11/subset_cv/common_voice_en_102421.mp3	common_voice_en_102421.mp3	There was no trace of him.	NA
datasets/cv-corpus-6.1-2020-12-11/subset_cv/common_voice_en_102422.mp3	common_voice_en_102422.mp3	It's awfully clear now.	NA
datasets/cv-corpus-6.1-2020-12-11/subset_cv/common_voice_en_102423.mp3	common_voice_en_102423.mp3	The charcoal burned away to white ash.	NA
datasets/cv-corpus-6.1-2020-12-11/subset_cv/common_voice_en_102424.mp3	common_voice_en_102424.mp3	We should meet some day.	NA
datasets/cv-corpus-6.1-2020-12-11/subset_cv/common_voice_en_102425.mp3	common_voice_en_102425.mp3	You can count on me under one condition.	NA
datasets/cv-corpus-6.1-2020-12-11/subset_cv/common_voice_en_102426.mp3	common_voice_en_102426.mp3	It sort of makes a fellow lose faith in himself.	NA
datasets/cv-corpus-6.1-2020-12-11/subset_cv/common_voice_en_102427.mp3	common_voice_en_102427.mp3	What happened to your wings?	NA
datasets/cv-corpus-6.1-2020-12-11/subset_cv/common_voice_en_102428.mp3	common_voice_en_102428.mp3	Victoria does things in a much bigger way.	NA
datasets/cv-corpus-6.1-2020-12-11/subset_cv/common_voice_en_102429.mp3	common_voice_en_102429.mp3	Toffee coated all the surfaces, it was disgustingly sticky.	NA
datasets/cv-corpus-6.1-2020-12-11/subset_cv/common_voice_en_102431.mp3	common_voice_en_102431.mp3	I was the one up there doing the farting.	NA
datasets/cv-corpus-6.1-2020-12-11/subset_cv/common_voice_en_102433.mp3	common_voice_en_102433.mp3	Why not right here?	NA
datasets/cv-corpus-6.1-2020-12-11/subset_cv/common_voice_en_102434.mp3	common_voice_en_102434.mp3	These sausages are extremely tasty.	NA
datasets/cv-corpus-6.1-2020-12-11/subset_cv/common_voice_en_102435.mp3	common_voice_en_102435.mp3	Have you notified the police?	NA
datasets/cv-corpus-6.1-2020-12-11/subset_cv/common_voice_en_101496.mp3	common_voice_en_101496.mp3	Then suddenly he noticed it with a start.	NA
datasets/cv-corpus-6.1-2020-12-11/subset_cv/common_voice_en_101497.mp3	common_voice_en_101497.mp3	The heather was on fire, and you could see a thin blue smoke rising up slowly.	NA
datasets/cv-corpus-6.1-2020-12-11/subset_cv/common_voice_en_101498.mp3	common_voice_en_101498.mp3	Scattered groups of people were hurrying from the direction of Woking.	NA
datasets/cv-corpus-6.1-2020-12-11/subset_cv/common_voice_en_101499.mp3	common_voice_en_101499.mp3	I was disappointed at this inanimate bulk.	NA
datasets/cv-corpus-6.1-2020-12-11/subset_cv/common_voice_en_101500.mp3	common_voice_en_101500.mp3	You can't believe it's not butter?	NA
datasets/cv-corpus-6.1-2020-12-11/subset_cv/common_voice_en_101501.mp3	common_voice_en_101501.mp3	It was such a gradual movement that he found it only by noticing the dots.	NA
datasets/cv-corpus-6.1-2020-12-11/subset_cv/common_voice_en_101502.mp3	common_voice_en_101502.mp3	The thing itself was almost entirely buried in sand.	NA
datasets/cv-corpus-6.1-2020-12-11/subset_cv/common_voice_en_101503.mp3	common_voice_en_101503.mp3	The turf and gravel around it seemed charred as if by a sudden explosion.	NA
datasets/cv-corpus-6.1-2020-12-11/subset_cv/common_voice_en_101504.mp3	common_voice_en_101504.mp3	And he wasn't faring much better.	NA
datasets/cv-corpus-6.1-2020-12-11/subset_cv/common_voice_en_101505.mp3	common_voice_en_101505.mp3	When he saw Henderson in his garden, he called over the fence and made himself understood.	NA
datasets/cv-corpus-6.1-2020-12-11/subset_cv/common_voice_en_101506.mp3	common_voice_en_101506.mp3	Can I get a woot woot!?	NA
datasets/cv-corpus-6.1-2020-12-11/subset_cv/common_voice_en_101507.mp3	common_voice_en_101507.mp3	An huge hole had been made by the impact of the projectile.	NA
datasets/cv-corpus-6.1-2020-12-11/subset_cv/common_voice_en_101508.mp3	common_voice_en_101508.mp3	At once, he connected the two incidents.	NA
datasets/cv-corpus-6.1-2020-12-11/subset_cv/common_voice_en_10283757.mp3	common_voice_en_10283757.mp3	The boy shook his head.	NA
datasets/cv-corpus-6.1-2020-12-11/subset_cv/common_voice_en_10283759.mp3	common_voice_en_10283759.mp3	Each and every child just loves toys.	NA
datasets/cv-corpus-6.1-2020-12-11/subset_cv/common_voice_en_10283760.mp3	common_voice_en_10283760.mp3	What would you say is the difference between a language and a dialect?	NA
datasets/cv-corpus-6.1-2020-12-11/subset_cv/common_voice_en_10283761.mp3	common_voice_en_10283761.mp3	Coax a young calf to drink from a bucket.	NA
datasets/cv-corpus-6.1-2020-12-11/subset_cv/common_voice_en_10283762.mp3	common_voice_en_10283762.mp3	Forty on Thursday is the name of the event.	NA
datasets/cv-corpus-6.1-2020-12-11/subset_cv/common_voice_en_10283764.mp3	common_voice_en_10283764.mp3	I wandered lonely as a cloud.	NA
datasets/cv-corpus-6.1-2020-12-11/subset_cv/common_voice_en_10283765.mp3	common_voice_en_10283765.mp3	I just want to give you a big hug!	NA
datasets/cv-corpus-6.1-2020-12-11/subset_cv/common_voice_en_10283766.mp3	common_voice_en_10283766.mp3	Not everyone is able to read source code.	NA
datasets/cv-corpus-6.1-2020-12-11/subset_cv/common_voice_en_10283767.mp3	common_voice_en_10283767.mp3	Whether and how to ethically kill lobsters is disputed.	NA
datasets/cv-corpus-6.1-2020-12-11/subset_cv/common_voice_en_10283768.mp3	common_voice_en_10283768.mp3	His wide grin earned many friends.	NA
datasets/cv-corpus-6.1-2020-12-11/subset_cv/common_voice_en_10283769.mp3	common_voice_en_10283769.mp3	Punk was never my type of music.	NA
datasets/cv-corpus-6.1-2020-12-11/subset_cv/common_voice_en_10283770.mp3	common_voice_en_10283770.mp3	The fence post shattered.	NA
datasets/cv-corpus-6.1-2020-12-11/subset_cv/common_voice_en_10283771.mp3	common_voice_en_10283771.mp3	Liz put the flowers into a mirrored vase.	NA
datasets/cv-corpus-6.1-2020-12-11/subset_cv/common_voice_en_101330.mp3	common_voice_en_101330.mp3	The boy was sad as he left her that day.	NA
datasets/cv-corpus-6.1-2020-12-11/subset_cv/common_voice_en_101332.mp3	common_voice_en_101332.mp3	He didn't need to seek out the old woman for this!	NA
datasets/cv-corpus-6.1-2020-12-11/subset_cv/common_voice_en_101334.mp3	common_voice_en_101334.mp3	He saw the boy appear from the other side of the dunes.	NA
datasets/cv-corpus-6.1-2020-12-11/subset_cv/common_voice_en_101335.mp3	common_voice_en_101335.mp3	The boy climbed the dune slowly.	NA
datasets/cv-corpus-6.1-2020-12-11/subset_cv/common_voice_en_101336.mp3	common_voice_en_101336.mp3	I'm going to hate those who have found their treasure because I never found mine.	NA
datasets/cv-corpus-6.1-2020-12-11/subset_cv/common_voice_en_101337.mp3	common_voice_en_101337.mp3	"""Does a man's heart always help him?"" the boy asked the alchemist."	NA
datasets/cv-corpus-6.1-2020-12-11/subset_cv/common_voice_en_101338.mp3	common_voice_en_101338.mp3	He was about the same age and height as the boy.	NA
datasets/cv-corpus-6.1-2020-12-11/subset_cv/common_voice_en_101339.mp3	common_voice_en_101339.mp3	And your camels will bring you wealth and power.	NA
datasets/cv-corpus-6.1-2020-12-11/subset_cv/common_voice_en_101341.mp3	common_voice_en_101341.mp3	And he knew that Egypt was in Africa.	NA
datasets/cv-corpus-6.1-2020-12-11/subset_cv/common_voice_en_101342.mp3	common_voice_en_101342.mp3	But he granted the travelers three days.	NA
datasets/cv-corpus-6.1-2020-12-11/subset_cv/common_voice_en_101343.mp3	common_voice_en_101343.mp3	"""But there was a sixth day,"" the sun went on."	NA
datasets/cv-corpus-6.1-2020-12-11/subset_cv/common_voice_en_101345.mp3	common_voice_en_101345.mp3	I was impatient to see it opened.	NA
datasets/cv-corpus-6.1-2020-12-11/subset_cv/common_voice_en_101346.mp3	common_voice_en_101346.mp3	But he knew that Salem wasn't in Andalusia.	NA
datasets/cv-corpus-6.1-2020-12-11/subset_cv/common_voice_en_101675.mp3	common_voice_en_101675.mp3	I'm trying to explain to my mother how to get pictures off her phone.	NA
datasets/cv-corpus-6.1-2020-12-11/subset_cv/common_voice_en_101676.mp3	common_voice_en_101676.mp3	The sun began its departure, as well.	NA
datasets/cv-corpus-6.1-2020-12-11/subset_cv/common_voice_en_101677.mp3	common_voice_en_101677.mp3	But he certainly didn't desire that an army invade the oasis.	NA
datasets/cv-corpus-6.1-2020-12-11/subset_cv/common_voice_en_101678.mp3	common_voice_en_101678.mp3	The snake fought frantically, making hissing sounds that shattered the silence of the desert.	NA
datasets/cv-corpus-6.1-2020-12-11/subset_cv/common_voice_en_101680.mp3	common_voice_en_101680.mp3	From that day on, it was the desert that would be important.	NA
datasets/cv-corpus-6.1-2020-12-11/subset_cv/common_voice_en_101681.mp3	common_voice_en_101681.mp3	Then, taking his sheep, he walked away.	NA
datasets/cv-corpus-6.1-2020-12-11/subset_cv/common_voice_en_101682.mp3	common_voice_en_101682.mp3	As he was attempting to pull out the rocks he encountered, he heard footsteps.	NA
datasets/cv-corpus-6.1-2020-12-11/subset_cv/common_voice_en_101683.mp3	common_voice_en_101683.mp3	He had always believed that the sheep were able to understand what he said.	NA
datasets/cv-corpus-6.1-2020-12-11/subset_cv/common_voice_en_101685.mp3	common_voice_en_101685.mp3	After two hours, he returned to the room where the wise man was.	NA
datasets/cv-corpus-6.1-2020-12-11/subset_cv/common_voice_en_101686.mp3	common_voice_en_101686.mp3	"""I came to tell you just one thing,"" the boy said."	NA
datasets/cv-corpus-6.1-2020-12-11/subset_cv/common_voice_en_101687.mp3	common_voice_en_101687.mp3	From then on, he would make his own decisions.	NA
datasets/cv-corpus-6.1-2020-12-11/subset_cv/common_voice_en_101688.mp3	common_voice_en_101688.mp3	"""I'm not going very far,"" the alchemist answered, looking straight into the eyes of the horsemen."	NA
datasets/cv-corpus-6.1-2020-12-11/subset_cv/common_voice_en_101689.mp3	common_voice_en_101689.mp3	The top of the cylinder was rotating on its body.	NA
datasets/cv-corpus-6.1-2020-12-11/subset_cv/common_voice_en_101690.mp3	common_voice_en_101690.mp3	The boy fell to the sand, nearly unconscious.	NA
datasets/cv-corpus-6.1-2020-12-11/subset_cv/common_voice_en_101929.mp3	common_voice_en_101929.mp3	Nice to meet you.	NA
datasets/cv-corpus-6.1-2020-12-11/subset_cv/common_voice_en_101930.mp3	common_voice_en_101930.mp3	Oxygen is essential to life on earth, as is water.	NA
datasets/cv-corpus-6.1-2020-12-11/subset_cv/common_voice_en_101933.mp3	common_voice_en_101933.mp3	The wireless joypad was experiencing connection issues.	NA
datasets/cv-corpus-6.1-2020-12-11/subset_cv/common_voice_en_101935.mp3	common_voice_en_101935.mp3	what about this job?	NA
datasets/cv-corpus-6.1-2020-12-11/subset_cv/common_voice_en_101939.mp3	common_voice_en_101939.mp3	I'm the stranger around here.	NA
datasets/cv-corpus-6.1-2020-12-11/subset_cv/common_voice_en_101940.mp3	common_voice_en_101940.mp3	Let's have your story.	NA
datasets/cv-corpus-6.1-2020-12-11/subset_cv/common_voice_en_101941.mp3	common_voice_en_101941.mp3	Have you got any stocks?	NA
datasets/cv-corpus-6.1-2020-12-11/subset_cv/common_voice_en_101942.mp3	common_voice_en_101942.mp3	I'm not rubbing it in.	NA
datasets/cv-corpus-6.1-2020-12-11/subset_cv/common_voice_en_101944.mp3	common_voice_en_101944.mp3	And a glass of milk.	NA
datasets/cv-corpus-6.1-2020-12-11/subset_cv/common_voice_en_101947.mp3	common_voice_en_101947.mp3	I was never so tired in my life.	NA
datasets/cv-corpus-6.1-2020-12-11/subset_cv/common_voice_en_101948.mp3	common_voice_en_101948.mp3	The frog climbed the tower.	NA
datasets/cv-corpus-6.1-2020-12-11/subset_cv/common_voice_en_101950.mp3	common_voice_en_101950.mp3	Zombies were parading in the streets and drinking beer from paper cups.	NA
datasets/cv-corpus-6.1-2020-12-11/subset_cv/common_voice_en_101951.mp3	common_voice_en_101951.mp3	Have you seen Sheriff Pink?	NA
datasets/cv-corpus-6.1-2020-12-11/subset_cv/common_voice_en_101952.mp3	common_voice_en_101952.mp3	I left it at the office.	NA
datasets/cv-corpus-6.1-2020-12-11/subset_cv/common_voice_en_101637.mp3	common_voice_en_101637.mp3	I think they perceived that nothing was to be done at the moment.	NA
datasets/cv-corpus-6.1-2020-12-11/subset_cv/common_voice_en_101638.mp3	common_voice_en_101638.mp3	I'm never more aware of a room's acoustics than when I'm trying to enjoy a snack I have no intention of sharing.	NA
datasets/cv-corpus-6.1-2020-12-11/subset_cv/common_voice_en_101639.mp3	common_voice_en_101639.mp3	What had been next to him five minutes ago was now at the other side.	NA
datasets/cv-corpus-6.1-2020-12-11/subset_cv/common_voice_en_101640.mp3	common_voice_en_101640.mp3	It was, however, still so hot from its flight through the air.	NA
datasets/cv-corpus-6.1-2020-12-11/subset_cv/common_voice_en_101641.mp3	common_voice_en_101641.mp3	It brought his heart into his mouth.	NA
datasets/cv-corpus-6.1-2020-12-11/subset_cv/common_voice_en_101642.mp3	common_voice_en_101642.mp3	They shouted consolation and promises and went off back to the town again to get help.	NA
datasets/cv-corpus-6.1-2020-12-11/subset_cv/common_voice_en_101643.mp3	common_voice_en_101643.mp3	And the sand and gravel had been flung violently in every direction.	NA
datasets/cv-corpus-6.1-2020-12-11/subset_cv/common_voice_en_101644.mp3	common_voice_en_101644.mp3	My tax dollars pay for those public school proms.	NA
datasets/cv-corpus-6.1-2020-12-11/subset_cv/common_voice_en_101645.mp3	common_voice_en_101645.mp3	In those days, very few of the people had any idea about astronomy.	NA
